x, y, theta, stamp, 
-1.9999455428947879, -0.500000990284499, 6.549742618405457e-07, 4776000000, 
-1.9999449760222923, -0.5000009895101036, 6.628446406108015e-07, 4810000000, 
-1.9999440917378475, -0.5000009887268607, 6.724504360975937e-07, 4844000000, 
-1.9999430316220965, -0.5000009878873636, 6.825036613997266e-07, 4878000000, 
-1.996476082865382, -0.5000009978250124, 2.2743160678285985e-06, 4946000000, 
-1.9833339774444834, -0.5000142890023856, -0.005897553679511487, 5048000000, 
-1.971305942374433, -0.5002944518267819, -0.045629318158571734, 5116000000, 
-1.9494592555932129, -0.5023736892185121, -0.1518809670440346, 5218000000, 
-1.9273071564956086, -0.5070240219841119, -0.26347197547857826, 5320000000, 
-1.9058164894796579, -0.5141504696844381, -0.3771096555855546, 5422000000, 
-1.885267106549813, -0.5236534855757276, -0.48817102131771517, 5524000000, 
-1.8658641582052382, -0.5352970728726666, -0.5906605586497966, 5626000000, 
-1.8476927903984417, -0.5487578933632574, -0.68325101575267, 5728000000, 
-1.8307754332218955, -0.5637418298339621, -0.7656173421815874, 5830000000, 
-1.8150788063161014, -0.5799736628867774, -0.8380178401498996, 5932000000, 
-1.800531975592816, -0.5972130426387663, -0.9012370990367238, 6034000000, 
-1.7870405331375694, -0.6152655500086274, -0.9561732356955418, 6136000000, 
-1.7746526406367134, -0.6337831706909474, -1.0070352107260991, 6238000000, 
-1.7631426033291226, -0.6528974469271048, -1.050565095603474, 6340000000, 
-1.752359163009181, -0.6725831731819706, -1.0871638271507995, 6442000000, 
-1.745523569444595, -0.6859409412968813, -1.1087612235299147, 6510000000, 
-1.735772440412861, -0.7062150771339053, -1.1364774486532336, 6612000000, 
-1.7265959149808254, -0.726611280525447, -1.1600011775955028, 6714000000, 
-1.718037296941544, -0.746799686934628, -1.1801094075076162, 6816000000, 
-1.7101095396861825, -0.7665074154162242, -1.196625683660082, 6918000000, 
-1.7026735754672404, -0.7858816005393924, -1.2114618483310335, 7020000000, 
-1.6956948176633841, -0.8048392014561662, -1.2244042784143117, 7122000000, 
