x, y, theta, stamp, 
-1.0059600111992388, -1.8044113258727026, -1.540334345101727, 2234148000000, 
-1.0058979380144424, -1.80644876974458, -1.5403342823240076, 2234250000000, 
-1.005836513194887, -1.8084649228521255, -1.540334214103067, 2234352000000, 
-1.005775725592081, -1.81046013167008, -1.54033414249197, 2234454000000, 
-1.0057159182674658, -1.81242320697817, -1.5403340856212033, 2234556000000, 
-1.0056565314655794, -1.814372446149033, -1.540334010262072, 2234658000000, 
-1.0055976263240667, -1.8163058885161063, -1.5403339416455366, 2234760000000, 
-1.005539330878089, -1.8182192941562803, -1.5403338823385506, 2234862000000, 
-1.0054816343020345, -1.8201130480483991, -1.5403338137791995, 2234964000000, 
-1.0054245379155367, -1.8219871113237966, -1.5403337449268697, 2235066000000, 
-1.0053680391008777, -1.8238415540079036, -1.540333686778719, 2235168000000, 
-1.0053121324609946, -1.8256765477802601, -1.5403336177956446, 2235270000000, 
-1.0052568068807346, -1.8274924616033847, -1.540333549275503, 2235372000000, 
-1.0052020562935873, -1.8292895141254433, -1.5403334912373612, 2235474000000, 
-1.0051478780789418, -1.8310677696100173, -1.5403334239425264, 2235576000000, 
-1.0050942645192025, -1.8328274932108544, -1.5403333546538942, 2235678000000, 
-1.00505883046988, -1.8339904952561232, -1.5403333116880265, 2235746000000, 
-1.0050061431092236, -1.83571980752338, -1.5403332478444773, 2235848000000, 
-1.0049540059978161, -1.837431072886724, -1.5403331838508523, 2235950000000, 
-1.0049024090795615, -1.8391245814122443, -1.540333120307681, 2236052000000, 
-1.0048514095596381, -1.8407984840067058, -1.540333059000133, 2236154000000, 
-1.0048010030146175, -1.8424529037674913, -1.540332990074344, 2236256000000, 
-1.0047510031720235, -1.844094019386315, -1.5403329321837669, 2236358000000, 
-1.004701522339104, -1.8457180527249484, -1.5403328752947523, 2236460000000, 
-1.0046525574360043, -1.8473251490146505, -1.5403328119759718, 2236562000000, 
-1.004604099172705, -1.8489156338375863, -1.5403327460101535, 2236664000000, 
-1.0045561447962095, -1.850489564005949, -1.5403326878632815, 2236766000000, 
-1.0045086932381857, -1.8520469911804163, -1.540332624542527, 2236868000000, 
-1.004461737454201, -1.8535881700850845, -1.5403325604526155, 2236970000000, 
-1.004415266958787, -1.8551133715733785, -1.5403324990849052, 2237072000000, 
-1.0043692818452616, -1.8566226577881793, -1.5403324391553375, 2237174000000, 
-1.0043388928069177, -1.8576200701196541, -1.5403323955011714, 2237242000000, 
-1.004293703511001, -1.859103256698848, -1.5403323310105619, 2237344000000, 
-1.0042489849142187, -1.8605709647462862, -1.5403322728790416, 2237446000000, 
-1.0042047327397343, -1.8620233739289207, -1.5403322096606196, 2237548000000, 
-1.0041609894113777, -1.8634590319716366, -1.5403321551444977, 2237650000000, 
-1.0041177568161885, -1.864878007088978, -1.5403320850970688, 2237752000000, 
-1.004074872125688, -1.866285508792843, -1.5403320262496099, 2237854000000, 
-1.0040324342897848, -1.8676783475365717, -1.5403319708702345, 2237956000000, 
-1.0039904381055567, -1.8690567065615462, -1.5403319086821778, 2238058000000, 
-1.0039488745671066, -1.870420851434185, -1.5403318511692285, 2238160000000, 
-1.0039077467022153, -1.8717706904325295, -1.5403317872813473, 2238262000000, 
-1.0038670472711162, -1.8731064573849063, -1.5403317239142975, 2238364000000, 
-1.0038267730378962, -1.8744283030150315, -1.5403316657589703, 2238466000000, 
-1.0037869181415142, -1.8757363804841578, -1.5403316014353245, 2238568000000, 
-1.00374747796216, -1.8770308211376954, -1.540331543605051, 2238670000000, 
-1.0037214135986732, -1.8778862692608622, -1.5403314992619561, 2238738000000, 
-1.0036826546484794, -1.879158336412012, -1.5403314344213688, 2238840000000, 
-1.0036442999054036, -1.88041715393981, -1.5403313752823342, 2238942000000, 
-1.0036063464320606, -1.8816628137153546, -1.5403313088917412, 2239044000000, 
-1.0035688294578613, -1.882894139136774, -1.5403312520348664, 2239146000000, 
-1.0035317490581104, -1.8841111180190824, -1.5403311816062435, 2239248000000, 
-1.0034949690769224, -1.885318283404115, -1.5403311196578116, 2239350000000, 
-1.0034585697193275, -1.886512897388073, -1.5403310622482769, 2239452000000, 
-1.0034225504768601, -1.8876950420202079, -1.5403309953714894, 2239554000000, 
-1.003386904422262, -1.8888649855600828, -1.5403309285408222, 2239656000000, 
-1.003351627084714, -1.8900227467334745, -1.5403308666228268, 2239758000000, 
-1.0033167214208172, -1.8911683582759653, -1.5403307993212256, 2239860000000, 
-1.003282180092485, -1.8923020384768414, -1.5403307288770451, 2239962000000, 
-1.0032479949122033, -1.8934239477215353, -1.5403306670671657, 2240064000000, 
-1.0032141695211594, -1.894534130520777, -1.540330598534886, 2240166000000, 
-1.0031806943007626, -1.8956327649518316, -1.5403305291708986, 2240268000000, 
-1.0031585712173594, -1.8963588371846463, -1.5403304872273487, 2240336000000, 
-1.0031256762424292, -1.8974384267953852, -1.5403304166248297, 2240438000000, 
-1.003093123032879, -1.8985068261374893, -1.5403303475767012, 2240540000000, 
-1.0030609081799617, -1.899564087344679, -1.5403302831446177, 2240642000000, 
-1.0030290666250272, -1.90060910240961, -1.5403302144559772, 2240744000000, 
-1.0029975934326505, -1.9016420396670974, -1.540330142410065, 2240846000000, 
-1.0029663761269676, -1.9026665588331528, -1.5403300779125106, 2240948000000, 
-1.0029354836489281, -1.9036804174469193, -1.540330007606138, 2241050000000, 
-1.0029049098273706, -1.9046838156287813, -1.5403299435692173, 2241152000000, 
-1.002874654668743, -1.90567675546365, -1.5403298743692295, 2241254000000, 
-1.0028447159571192, -1.9066593063788684, -1.5403298024223906, 2241356000000, 
-1.00281508636162, -1.9076316794608315, -1.5403297356755525, 2241458000000, 
