x, y, theta, stamp, 
-1.506612811197412, -1.485344898129208, -1.548301367191668, 45134000000, 
-1.5066128110922345, -1.4853448948644725, -1.54830136606611, 45168000000, 
-1.5066128120155255, -1.4853448732658583, -1.548301365453856, 45202000000, 
-1.5066128120021174, -1.4853448609970814, -1.5483013662510725, 45236000000, 
-1.5065708873597183, -1.4867267964546105, -1.5254181485723644, 45304000000, 
-1.5063094335486347, -1.4903681047008772, -1.4709964964754085, 45372000000, 
-1.504710696546188, -1.4999303805164979, -1.3353759312042477, 45474000000, 
-1.499882217765075, -1.5138892920475657, -1.135782296997157, 45576000000, 
-1.4910931282363316, -1.5282700809311596, -0.9088081492428152, 45678000000, 
-1.4792370786425981, -1.5404248100855726, -0.6848432512106056, 45780000000, 
-1.4647924562586412, -1.5498530539189657, -0.4712069105971615, 45882000000, 
-1.4487616225219169, -1.5560276715690282, -0.2624497588355562, 45984000000, 
-1.4314275500773166, -1.5589806200781533, -0.07359174685931547, 46086000000, 
-1.4138795550069505, -1.5587152327772607, 0.10436759035261112, 46188000000, 
-1.3967696077019656, -1.5554750631388683, 0.27134296182149115, 46290000000, 
-1.380732056807345, -1.5496444603654311, 0.43434682473374003, 46392000000, 
-1.3663989006765656, -1.5416544790761149, 0.587527235175985, 46494000000, 
-1.3536854066638133, -1.5318067857459408, 0.7342959315198209, 46596000000, 
-1.342561230617033, -1.5203329544808548, 0.8651533541335792, 46698000000, 
-1.3360153115240883, -1.5121056341316965, 0.9362969432360557, 46766000000, 
-1.327603930538225, -1.4992858846165333, 1.0438636815418458, 46868000000, 
-1.3204640144243696, -1.485555597594767, 1.1371754459329642, 46970000000, 
-1.314628906906645, -1.471902790506249, 1.1999530437622385, 47072000000, 
-1.3098191834410866, -1.4582637183792015, 1.2632304610978349, 47174000000, 
-1.3058488783371942, -1.4445111823058714, 1.3064383299424502, 47276000000, 
-1.3024638116202985, -1.4312157010685949, 1.3386876676018151, 47378000000, 
-1.2995638678623909, -1.418168578237708, 1.366945484215514, 47480000000, 
-1.2969958518039637, -1.4051149775999845, 1.3779193888315628, 47582000000, 
-1.2945604066396428, -1.39261137604149, 1.3814349286203154, 47684000000, 
-1.2922193089714331, -1.380399436209916, 1.381998501625307, 47786000000, 
-1.289932701912532, -1.368470631456541, 1.3801622997075293, 47888000000, 
-1.2875762756105493, -1.356515186870453, 1.365200706213229, 47990000000, 
-1.2850774320653235, -1.3451762106370577, 1.3447819264597336, 48092000000, 
-1.2824155468517897, -1.334149033910001, 1.322958443800197, 48194000000, 
-1.28054588779804, -1.3269717075453298, 1.3079758107923003, 48262000000, 
-1.2775925141678472, -1.3164721026626827, 1.284561010727623, 48364000000, 
-1.2743589688798729, -1.305949388004684, 1.258431211824471, 48466000000, 
-1.2709541251747576, -1.2960869007809084, 1.2199583723570615, 48568000000, 
-1.267295018063243, -1.286568477936876, 1.1855187597627996, 48670000000, 
-1.2634168635608085, -1.2774295159896276, 1.151164763384601, 48772000000, 
-1.2593264508796314, -1.2686483921203877, 1.1165000887398377, 48874000000, 
-1.255030472545633, -1.2602218743897098, 1.0785599163256379, 48976000000, 
-1.2505214884663651, -1.2521694900836977, 1.0410864245737372, 49078000000, 
