odom_x, odom_y, odom_th, odom_vx, odom_yawrate, pf_x, pf_y, pf_th, stamp, 
-1.0353517865269168e-07, 1.1921505915779562e-07, -1.1922646052885558e-06, 4.498326575825534e-07, 5.221610081207473e-06, 0.0358482103509768, 0.07501839098318606, 0.003967372207544084, 1762986258881068119, 
-8.28278956532813e-08, 9.53720373786382e-08, -9.53824963608026e-07, 0.0, -1.3569495749266025e-08, 0.03922886239008727, 0.07404770127010497, 0.012237140088702018, 1762986259121607155, 
-8.28278956532813e-08, 9.53720373786382e-08, -9.538130936141595e-07, 0.0, 7.337250251815419e-11, 0.040218826173079716, 0.07023506460233402, 0.009979107021911269, 1762986259324984444, 
-1.0353517865269168e-07, 1.1921505915779562e-07, -1.1922495126686633e-06, 0.0, -9.048649474152626e-08, 0.036106148899911636, 0.0714224753366595, 0.01197922619661013, 1762986259534913863, 
-1.449497517569398e-07, 1.669011169269652e-07, -1.6691203716269547e-06, 0.0, 5.2342921663672826e-12, 0.0369563015479413, 0.07047912776277838, 0.011783507061776203, 1762986259725022704, 
-1.6565704186177754e-07, 1.9074414581154997e-07, -1.9075524239696876e-06, 0.0, 1.3472630996935742e-11, 0.035800753248783214, 0.07717853208217255, 0.008801019611655072, 1762986259825677143, 
-1.8636433196661528e-07, 2.1458718890698947e-07, -2.1459850484361752e-06, 0.0, 3.0414983598348044e-07, 0.03824000250930205, 0.07316903730846365, 0.007659108415982192, 1762986260035010059, 
-1.8636433196661528e-07, 2.1458718890698947e-07, -2.1459871185326604e-06, 0.0, 5.1623449438820135e-12, 0.03756058523830891, 0.07730600606447569, 0.008636645242594217, 1762986260125047833, 
0.0009787541348487139, -6.806263263570145e-05, -0.007360262302712504, 0.01964086430260057, -0.14759613573551178, 0.04116791248492773, 0.08124467118328776, 0.0072379878405615, 1762986260335268200, 
0.006346384063363075, -0.0008475256618112326, -0.06475454519456872, 0.06035537084417747, -0.7148416638374329, 0.03526104526699567, 0.07868471432482788, -0.02193339989063051, 1762986260434982510, 
0.012522746808826923, -0.001678277156315744, -0.1471525280128561, 0.08002655788773579, -0.9350374937057495, 0.04493907639783963, 0.0732846805250773, -0.15363282593078598, 1762986260524939557, 
0.03278733044862747, -0.006000373046845198, -0.29997645971042614, 0.09566569223284123, -0.7317418456077576, 0.06293805622711257, 0.07346957190817072, -0.2562371229183281, 1762986260721795889, 
0.04419809207320213, -0.009948153048753738, -0.38349622188426674, 0.10537732201664263, -0.7353176474571228, 0.07494438825083367, 0.07080373552037954, -0.33410923659509295, 1762986260835548165, 
0.052862148731946945, -0.01380759198218584, -0.44970373619191817, 0.10063502748300042, -0.7395029067993164, 0.08882945762783945, 0.05995779847963985, -0.4270039760339875, 1762986260924983554, 
0.07225792109966278, -0.02461642399430275, -0.6067460859390983, 0.10721925599860839, -0.7255107164382935, 0.10574519074936119, 0.047482963491637026, -0.5277794255118424, 1762986261135723620, 
0.08064035326242447, -0.030899489298462868, -0.6802012417781963, 0.10500383098983636, -0.7487248182296753, 0.12309517207982137, 0.050202560597691265, -0.6267686847866041, 1762986261234981361, 
0.08755917847156525, -0.03694881871342659, -0.7478689584529523, 0.10138812881547099, -0.7342665195465088, 0.1328760863702957, 0.036185211939289745, -0.729043537159486, 1762986261325696064, 
0.09485889971256256, -0.044314973056316376, -0.823557617165463, 0.10658726629202724, -0.7359988689422607, 0.14215051312611943, 0.026555979457778562, -0.8214394750847668, 1762986261425782551, 
0.10865303874015808, -0.062038298696279526, -0.9767470810493247, 0.10643882437245966, -0.7519767880439758, 0.15188016287824882, 0.012376314193113374, -0.9171718874266377, 1762986261634970680, 
0.11343681067228317, -0.06982587277889252, -1.0447570082430153, 0.1028022264565891, -0.755618155002594, 0.15466827868295316, 0.00993051622406216, -1.024623602998634, 1762986261724920338, 
0.11817498505115509, -0.07896497845649719, -1.1190363656038096, 0.10464642299021529, -0.7128325700759888, 0.1668369496920738, -0.00777723196501091, -1.1099908438013795, 1762986261825765668, 
0.12514476478099823, -0.09556280076503754, -1.2464753432808193, 0.06065937859414165, -0.4862082004547119, 0.1712924864252424, -0.01984989525247738, -1.1960387473905605, 1762986262034934374, 
0.12649686634540558, -0.10010263323783875, -1.2739062380312114, 0.054079233253295104, -0.2519494593143463, 0.17859240751445782, -0.027656631411265446, -1.2482535939342274, 1762986262125297204, 
0.12798410654067993, -0.10607849061489105, -1.295292936790736, 0.06543103163463906, -0.20070324838161469, 0.18027384325430534, -0.03474070480520132, -1.2803844608566006, 1762986262225768446, 
0.12952111661434174, -0.11210214346647263, -1.3131081275459822, 0.06085736629772397, -0.16317780315876007, 0.18294378413481788, -0.04976190680191538, -1.295051373869673, 1762986262321566829, 
0.13132445514202118, -0.11877609044313431, -1.3196816373774436, 0.05970471351666893, -0.017720382660627365, 0.19275788395704002, -0.05437585773392441, -1.3018448195661996, 1762986262435809936, 
0.13427142798900604, -0.13043774664402008, -1.3155698787796732, 0.06439521841508329, 0.11121430993080139, 0.19513248998187493, -0.0657462198005856, -1.2982807671016776, 1762986262625786086, 
0.135830357670784, -0.1360095739364624, -1.3033608599960456, 0.054793841004672696, 0.16945916414260864, 0.19708149271566017, -0.07356765332875309, -1.2807292206081387, 1762986262721656974, 
0.13755178451538086, -0.14269128441810608, -1.2783875733220764, 0.06188294315775232, 0.22274039685726166, 0.2015145858345296, -0.08125536745706705, -1.2538080576843835, 1762986262834880262, 
0.14012539386749268, -0.15078073740005493, -1.2448850930475417, 0.05738068370812451, 0.25840893387794495, 0.20233671456727054, -0.08870418778621167, -1.2166640502042965, 1762986262974903838, 
0.1451748013496399, -0.16453957557678223, -1.1687791238531346, 0.060250297040763186, 0.2839270830154419, 0.21228454859656323, -0.10545199030128477, -1.1403602466219664, 1762986263234865034, 
0.14956261217594147, -0.17471465468406677, -1.1174244395107205, 0.052496807991636876, 0.25802353024482727, 0.2123575759923877, -0.11402388120443425, -1.1039970564975654, 1762986263425786501, 
0.1521182358264923, -0.17972692847251892, -1.0917455218626644, 0.0522336991303702, 0.23509764671325684, 0.21701849632470413, -0.11936337908125459, -1.0743502079376064, 1762986263534935276, 
