e, e_dot, e_int, stamp, 
1.0138050949966457, 0.017336626794658045, 0.20241428646343598, 1762985118776069218, 
1.014113144039577, 0.0010268301431041553, 0.20278155560219122, 1762985119016021693, 
1.0155311189002927, 0.00575341301215652, 0.20289662386243432, 1762985119176002714, 
1.0155311189002927, 0.004726582869052365, 0.2030116921226775, 1762985119176002714, 
1.0091955331565183, -0.021118619145914508, 0.20268385139714026, 1762985119416067721, 
1.003784345594711, -0.03915591101860535, 0.20190073317676813, 1762985119576255357, 
1.0092727408825892, 0.00025735908690297887, 0.20148350797558792, 1762985119666030397, 
1.0054115367594105, 0.005423970548998162, 0.20123124154911404, 1762985119816063214, 
1.0094795255795856, 0.0006892823233214015, 0.2016109202147724, 1762985119906758215, 
1.0172903205446198, 0.03959594595069745, 0.20214542552557438, 1762985120066008170, 
1.0077930196482188, -0.005621686437889591, 0.2023041910514949, 1762985120216161519, 
1.0234343105397412, 0.02047996665040482, 0.20323451004883866, 1762985120326676890, 
1.027340836689311, 0.0651593901369744, 0.20390454445848474, 1762985120466130794, 
1.0255137808047063, 0.006931567549883777, 0.2050859285355839, 1762985120616096392, 
1.0167650391831284, -0.035252658353942166, 0.20464131044514305, 1762985120726198505, 
1.007995212263079, -0.05839522847209085, 0.20335160215006093, 1762985120865989225, 
0.9988716345435801, -0.059644682131827866, 0.20157545906598584, 1762985120964968477, 
0.9944002560205425, -0.04531652080845531, 0.2000844735218134, 1762985121125009129, 
0.9846907855428992, -0.04726949666893613, 0.19853084507380145, 1762985121266041676, 
0.9803990109824949, -0.046670816793491866, 0.19729933683639578, 1762985121365969411, 
0.9749643528371513, -0.032421442352493036, 0.19600360995750302, 1762985121526326483, 
0.9630902047335778, -0.057696020829723915, 0.1945635712368816, 1762985121666052863, 
0.9610553558812519, -0.04636332318633141, 0.19327399423013206, 1762985121766301488, 
0.9486700424778793, -0.04806720751899474, 0.1915210402061806, 1762985121926119588, 
0.9445523058053881, -0.05501016691954611, 0.1902851802776346, 1762985122066031830, 
0.9396000159532206, -0.03023342174886238, 0.18885482428243253, 1762985122165988903, 
0.9253397335479016, -0.06404190752495505, 0.18729947035376734, 1762985122306268815, 
0.9161904147861559, -0.07803200389021565, 0.18540867761915186, 1762985122466012829, 
0.9031805184498365, -0.07386405032688355, 0.18298071111892628, 1762985122565995579, 
0.8965565356041217, -0.06544626394011395, 0.1810618312560076, 1762985122726101395, 
0.8831048330080878, -0.06691895147249549, 0.1788561258041364, 1762985122821034208, 
0.874625251723484, -0.07310427960212566, 0.17695244135571292, 1762985122965989052, 
0.8530572852334063, -0.10015849258227183, 0.17405249133099857, 1762985123106054932, 
0.8530572852334063, -0.0718932216335925, 0.17204932147935312, 1762985123106054932, 
0.8416524269225619, -0.03801619436948123, 0.16985113315929162, 1762985123221062820, 
0.837959483396596, -0.05032600612270103, 0.16884461303683762, 1762985123366723448, 
0.837959483396596, -0.012309811753219805, 0.16783809291438356, 1762985123366723448, 
0.8169348801915262, -0.07008201068356608, 0.16619025646564786, 1762985123526548785, 
0.8028226112378565, -0.11712290719579836, 0.1638477983217319, 1762985123620200506, 
0.8025574692936248, -0.04792470299300448, 0.1614876640482005, 1762985123766197269, 
0.7866206873903286, -0.054006412825092776, 0.159466717861454, 1762985123867184958, 
0.7866206873903286, -0.05312260634432057, 0.15838658960495214, 1762985123867184958, 
0.7817830469767298, -0.016125468045329328, 0.15700162811715912, 1762985124021227854, 
0.7681823098174899, -0.06146125857612909, 0.15577240294563657, 1762985124166017128, 
0.7556497143631968, -0.0871111087117767, 0.15370767141049443, 1762985124261816036, 
0.7519796842956604, -0.05400875173943165, 0.15172078056508984, 1762985124421083284, 
0.7519796842956604, -0.012233433558454706, 0.15064060553030117, 1762985124421083284, 
0.7454257461922429, -0.02184646034472511, 0.14995900765223757, 1762985124566003133, 
0.7323755884631558, -0.06534698610834888, 0.1486520679300706, 1762985124660932631, 
0.7323755884631558, -0.04350052576362377, 0.14734512820790363, 1762985124660932631, 
0.7185954424307613, -0.04593382010798138, 0.14555644129047152, 1762985124821103599, 
0.7095710847494457, -0.07601501237903337, 0.14403614104289086, 1762985124966040930, 
0.7030523363104286, -0.05181035373444239, 0.1420812575660424, 1762985125066560297, 
0.6992998596906878, -0.03423741686252665, 0.14079488538337082, 1762985125221061303, 
0.6992998596906878, -0.012508255399136248, 0.14011013704612027, 1762985125221061303, 
0.6815754598815073, -0.05908133269726834, 0.13867834528419218, 1762985125366027072, 
0.6726655585940575, -0.08878100365543411, 0.1369027252110835, 1762985125466898648, 
0.6681443786402649, -0.044770270804141234, 0.1348256931410553, 1762985125621535282, 
0.6589371551215419, -0.04576134490838527, 0.13331647282372427, 1762985125716022731, 
0.6589371551215419, -0.0306907450624098, 0.13240124592555658, 1762985125716022731, 
0.6524822223392869, -0.021516442607516877, 0.13135710217215807, 1762985125867026021, 
0.6524822223392869, -0.021516442607516877, 0.1309267733200077, 1762985125867026021, 
0.6436804548237691, -0.029339225051725853, 0.12990965996682285, 1762985126028092500, 
0.6366847284875138, -0.05265831283924364, 0.128856493710038, 1762985126116026955, 
0.6299391477094283, -0.045804357047802835, 0.1273536220680474, 1762985126266766534, 
0.6240943003645167, -0.04196809374332348, 0.1260478784374306, 1762985126376066570, 
0.6111818741602947, -0.06252424516377864, 0.12434768814894932, 1762985126516028422, 
0.6111818741602947, -0.043041420680740204, 0.12309720324567372, 1762985126516028422, 
0.6070523947750744, -0.013764931284067453, 0.1219610762063776, 1762985126667020622, 
0.5978944899720335, -0.04429128062753714, 0.12107525059382684, 1762985126776127909, 
